[u'CSS with Ruby'],airblade/css_dryer
[u'CSS with Ruby'],hcatlin/sass
[u'CSS with Ruby'],ionfish/stylish
[u'Dependency Management'],carlhuda/bundler
[u'Dependency Management'],evilchelu/braid
[u'Dependency Management'],francois/piston
[u'Dependency Management'],patmaddox/giternal
[u'Dependency Management'],jbarnette/isolate
[u'Dependency Management'],37signals/cached_externals
[u'Dependency Management'],winton/externals
[u'Dependency Management'],azimux/externals
[u'Dependency Management'],halorgium/gem_resolver
[u'Dependency Management'],terrbear/bling
[u'Daemon Management'],FooBarWidget/daemon_controller
[u'Daemon Management'],alexvollmer/daemon-spawn
[u'Deployment Automation'],railsmachine/moonshine
[u'Deployment Automation'],capistrano/capistrano
[u'Deployment Automation'],dcrec1/inploy
[u'Deployment Automation'],wr0ngway/rubber
[u'Deployment Automation'],seattlerb/vlad
[u'Deployment Automation'],saizai/superdeploy
[u'Deployment Automation'],remi/phd
[u'Code Metrics'],jscruggs/metric_fu
[u'Code Metrics'],flyerhzm/rails_best_practices
[u'Code Metrics'],relevance/rcov
[u'Code Metrics'],kevinrutherford/reek
[u'Code Metrics'],colszowka/simplecov
[u'Code Metrics'],martinjandrews/roodi
[u'Code Metrics'],thoughtbot/report_card
[u'Code Metrics'],commondream/rcov_plugin
[u'Code Metrics'],markbates/cover_me
[u'Code Metrics'],seattlerb/flog
[u'Code Metrics'],seattlerb/flay
[u'Code Metrics'],kevinrutherford/crap4r
[u'ActiveRecord Sortables'],rails/acts_as_list
[u'ActiveRecord Sortables'],shuber/sortable
[u'Distributed Testing'],grosser/parallel_tests
[u'Distributed Testing'],timcharper/spork
[u'Distributed Testing'],ngauthier/hydra
[u'Distributed Testing'],brynary/testjour
[u'Distributed Testing'],sandro/specjour
[u'Distributed Testing'],lifo/tickle
[u'Distributed Testing'],qxjit/deep-test
[u'Distributed Testing'],aslakhellesoy/rspec-distributed
[u'Documentation Tools'],lsegal/yard
[u'Documentation Tools'],voloko/sdoc
[u'Documentation Tools'],mislav/hanna
[u'Documentation Tools'],breakpointer/ajax-rdoc
[u'Documentation Tools'],sunaku/erbook
[u'Documentation Tools'],rtomayko/ron
[u'E-Commerce'],railsdog/spree
[u'E-Commerce'],Shopify/active_merchant
[u'E-Commerce'],binarylogic/shippinglogic
[u'E-Commerce'],ept/invoicing
[u'E-Commerce'],cainlevy/freemium
[u'Forum Systems'],courtenay/altered_beast
[u'Forum Systems'],radar/rboard
[u'Continuous Integration'],defunkt/cijoe
[u'Continuous Integration'],integrity/integrity
[u'Continuous Integration'],thoughtworks/cruisecontrol.rb
[u'Continuous Integration'],dcrec1/signal
[u'Continuous Integration'],relevance/cap_gun
[u'Continuous Integration'],cpjolicoeur/cerberus
[u'Continuous Integration'],radar/construct
[u'E-Mail Processing'],titanous/mailman
[u'E-Mail Processing'],look/fetcher
[u'E-Mail Processing'],siannopollo/mail_fetcher
[u'Game libraries'],jacius/rubygame
[u'Game libraries'],jlnr/gosu
[u'Game libraries'],ippa/chingu
[u'Game libraries'],shawn42/gamebox
[u'Game libraries'],apillet/flonkerton
[u'Game libraries'],LoganBarnett/jemini
[u'E-Mail Sending'],mikel/mail
[u'E-Mail Sending'],benprew/pony
[u'E-Mail Sending'],mikel/tmail
[u'E-Mail Sending'],zapnap/resque_mailer
[u'E-Mail Sending'],fnando/mail_queue
[u'E-Mail Sending'],cwninja/popthis
[u'Graphing'],pullmonkey/open_flash_chart
[u'Graphing'],topfunky/gruff
[u'Graphing'],michelson/lazy_high_charts
[u'Graphing'],Bantik/seer
[u'Graphing'],adamwiggins/rifgraf
[u'Graphing'],topfunky/sparklines
[u'Graphing'],xaviershay/tufte-graph
[u'Graphing'],delano/scruffy
[u'Graphing'],rdp/ruby_gnuplot
[u'Graphing'],rudionrails/google_charts
[u'Gem Doc Viewers'],manalang/bdoc
[u'Gem Doc Viewers'],jnewland/sinatra-rubygems
[u'Gem Doc Viewers'],quirkey/gembox
[u'Gem Doc Viewers'],imownbey/docbox
[u'Geocoding &amp; Maps'],andre/geokit-gem
[u'Geocoding &amp; Maps'],andre/geokit-rails
[u'Geocoding &amp; Maps'],collectiveidea/graticule
[u'Geocoding &amp; Maps'],collectiveidea/acts_as_geocodable
[u'Geocoding &amp; Maps'],alexreisner/geocoder
[u'Geocoding &amp; Maps'],yawningman/eschaton
[u'Geocoding &amp; Maps'],parolkar/geo_mere_laal
[u'Geocoding &amp; Maps'],queso/ym4r-gm
[u'Geocoding &amp; Maps'],nofxx/postgis_adapter
[u'Geocoding &amp; Maps'],thhermansen/google_static_maps_helper
[u'Gem Creation'],technicalpickles/jeweler
[u'Gem Creation'],drnic/newgem
[u'Gem Creation'],TwP/bones
[u'Gem Creation'],fauna/echoe
[u'Gem Creation'],seattlerb/hoe
[u'Gem Creation'],svenfuchs/gem-release
[u'Gem Creation'],sunaku/inochi
[u'Gem Creation'],reagent/simple-gem
[u'Image Processing'],probablycorey/mini_magick
[u'Image Processing'],seattlerb/image_science
[u'Image Processing'],banister/devil
[u'Image Processing'],fabien/im_magick
[u'HTTP clients'],jnunemaker/httparty
[u'HTTP clients'],pauldix/typhoeus
[u'HTTP clients'],tenderlove/mechanize
[u'HTTP clients'],igrigorik/em-http-request
[u'HTTP clients'],archiloque/rest-client
[u'HTTP clients'],taf2/curb
[u'HTTP clients'],toland/patron
[u'HTTP clients'],caelum/restfulie
[u'HTTP clients'],maccman/nestful
[u'HTTP clients'],mwunsch/weary
[u'HTTP clients'],kaiwren/wrest
[u'HTTP clients'],geemus/excon
[u'I18n'],joshmh/globalize2
[u'I18n'],svenfuchs/i18n
[u'I18n'],raul/translate_routes
[u'I18n'],ai/r18n
[u'I18n'],grosser/fast_gettext
[u'I18n'],kwi/i18n_routing
[u'I18n'],dylanz/i18n_backend_database
[u'I18n'],zigzag/ready_for_i18n
[u'I18n'],janne/model_translations
[u'I18n'],jo/puret
[u'I18n'],balinterdi/i15r
[u'I18n'],dmitry/has_translations
[u'I18n'],kwi/i18n_auto_scoping
[u'Exception Notification'],rails/exception_notification
[u'Exception Notification'],thoughtbot/hoptoad_notifier
[u'Exception Notification'],defunkt/exception_logger
[u'Exception Notification'],contrast/exceptional
[u'Exception Notification'],jdpace/errbit
[u'Exception Notification'],atmos/rack_hoptoad
[u'Exception Notification'],winton/lilypad
[u'Exception Notification'],toolmantim/toadhopper
[u'IRC Bots'],RISCfuture/autumn
[u'IRC Bots'],ichverstehe/isaac
[u'IRC Bots'],injekt/cinch
[u'IRC Bots'],jsn/rbot
[u'IRC Bots'],radar/summer
[u'IRC Bots'],craigw/sprinkles
[u'JavaScript Testing'],relevance/blue-ridge
[u'JavaScript Testing'],pivotal/jasmine
[u'JavaScript Testing'],jeresig/testswarm
[u'JavaScript Testing'],visionmedia/jspec
[u'JavaScript Testing'],nathansobo/screw-unit
[u'JavaScript Testing'],jodosha/hanoi
[u'JavaScript Testing'],alexyoung/riotjs
[u'JavaScript Testing'],pivotal/screw-unit-server
[u'JavaScript Frameworks'],jquery/jquery
[u'JavaScript Frameworks'],madrobby/scriptaculous
[u'JavaScript Frameworks'],sstephenson/prototype
[u'JavaScript Frameworks'],mootools/mootools-core
[u'JavaScript Frameworks'],yui/yui3
[u'JavaScript Frameworks'],madrobby/scripty2
[u'JavaScript Frameworks'],yui/yui2
[u'JavaScript Frameworks'],rightjs/rightjs-core
[u'HTML parsing'],tenderlove/nokogiri
[u'HTML parsing'],hpricot/hpricot
[u'HTML parsing'],scrubber/scrubyt
[u'HTML parsing'],assaf/scrapi
[u'HTML parsing'],cfis/libxml-ruby
[u'Markup processors'],rtomayko/rdiscount
[u'Markup processors'],jgarber/redcloth
[u'Markup processors'],github/markup
[u'Markup processors'],gettalong/kramdown
[u'Markup processors'],mislav/bluecloth
[u'Markup processors'],rtomayko/rpeg-markdown
[u'Markup processors'],flavorjones/mcbean
[u'Markup processors'],remi/maruku
[u'Markup processors'],colszowka/stupid_formatter
[u'irb Tools'],ryanb/dotfiles
[u'irb Tools'],michaeldv/awesome_print
[u'irb Tools'],cldwalker/hirb
[u'irb Tools'],sickill/racksh
[u'irb Tools'],oggy/looksee
[u'irb Tools'],cldwalker/bond
[u'irb Tools'],gilesbowkett/utility-belt
[u'irb Tools'],postmodern/sketches
[u'irb Tools'],cldwalker/alias
[u'irb Tools'],davidrichards/sirb
[u'Content Management'],radiant/radiant
[u'Content Management'],resolve/refinerycms
[u'Content Management'],browsermedia/browsercms
[u'Content Management'],fdv/typo
[u'Content Management'],svenfuchs/adva_cms
[u'Content Management'],gma/nesta
[u'Content Management'],desaperados/seed
[u'Content Management'],trevorturk/static
[u'Content Management'],zena/zena
[u'Content Management'],DigitPaint/skyline
[u'Content Management'],knewter/ansuz
[u'Content Management'],atd/station
[u'Content Management'],thinkdry/blank-application
[u'Content Management'],spoiledmilk/casein
[u'Content Management'],gnuine/ubiquo_core
[u'Content Management'],railfrog/railfrog
[u'Mocking Web Requests'],chrisk/fakeweb
[u'Mocking Web Requests'],bblimke/webmock
[u'Mocking Web Requests'],wycats/artifice
[u'Mocking Web Requests'],myronmarston/vcr
[u'Mocking Web Requests'],appendto/jquery-mockjax
[u'Mocking Web Requests'],chrisyoung/netrecorder
[u'Mocking Web Requests'],jsmestad/stale_fish
[u'Music &amp; MIDI'],gilesbowkett/archaeopteryx
[u'Music &amp; MIDI'],bleything/midiator
[u'Music &amp; MIDI'],rubiety/jazztoolbox
[u'Music &amp; MIDI'],Gabrielg1976/ruby_music_projects
[u'Music &amp; MIDI'],jimm/midilib
[u'Music &amp; MIDI'],adamjmurray/cosy
[u'Music &amp; MIDI'],jvoorhis/music_player
[u'LDAP'],binarylogic/authlogic_ldap
[u'LDAP'],cschiewek/devise_ldap_authenticatable
[u'LDAP'],innovationfactory/ruby-net-ldap
[u'LDAP'],thoughtbot/ldap-activerecord-gateway
[u'LDAP'],jeremyevans/simple_ldap_authenticator
[u'LDAP'],ncdc/ruby-activeldap
[u'Packaging to Executables'],larsch/ocra
[u'Packaging to Executables'],copiousfreetime/crate
[u'Packaging to Executables'],ryanbooker/rubyscript2exe
[u'MongoDB Clients'],jnunemaker/mongomapper
[u'MongoDB Clients'],mongoid/mongoid
[u'MongoDB Clients'],benmyles/mongomatic
[u'Mocking'],btakita/rr
[u'Mocking'],floehopper/mocha
[u'Mocking'],jimweirich/flexmock
[u'Mocking'],jm/stump
[u'Mocking'],ngty/cross-stub
[u'Mocking'],chuyeow/facon
[u'Presentation Software'],schacon/showoff
[u'Presentation Software'],nakajima/slidedown
[u'Presentation Software'],davist11/jQuery-Presentation
[u'Presentation Software'],geraldb/s6
[u'Presentation Software'],geraldb/slideshow
[u'JavaScript Tools'],sstephenson/sprockets
[u'JavaScript Tools'],cjohansen/juicer
[u'JavaScript Tools'],collin/jabs
[u'JavaScript Tools'],MadRabbit/frontcompiler
[u'JavaScript Tools'],jcoglan/packr
[u'JavaScript Tools'],jcoglan/jake
[u'JavaScript Tools'],NV/js-preprocessor
[u'Prototype Replacements'],aaronchi/jrails
[u'Prototype Replacements'],CodeOfficer/jquery-ui-rails-helpers
[u'Prototype Replacements'],MadRabbit/right-rails
[u'Prototype Replacements'],rubaidh/yui_on_rails
[u'Packaging Systems'],defunkt/rip
[u'Packaging Systems'],rtomayko/rpg
[u'Packaging Systems'],mislav/coral
[u'Packaging Systems'],josh/spoke
[u'Packaging Systems'],Pistos/ruby-which
[u'Rails Admin Interfaces'],activescaffold/active_scaffold
[u'Rails Admin Interfaces'],fesplugas/typus
[u'Rails Admin Interfaces'],neerajdotname/admin_data
[u'Rails Admin Interfaces'],relevance/streamlined
[u'Rails Admin Interfaces'],fhwang/admin_assistant
[u'Rails Admin Interfaces'],quirkey/qadmin
[u'Rails Admin Interfaces'],commondream/control_center
[u'Rails Admin Interfaces'],Lipsiasoft/lipsiadmin
[u'Queueing'],defunkt/resque
[u'Queueing'],collectiveidea/delayed_job
[u'Queueing'],purzelrakete/workling
[u'Queueing'],tmm1/amqp
[u'Queueing'],documentcloud/cloud-crowd
[u'Queueing'],starling/starling
[u'Queueing'],kr/beanstalkd
[u'Queueing'],jeffkreeftmeijer/navvy
[u'Queueing'],gnufied/backgroundrb
[u'Queueing'],celldee/bunny
[u'Queueing'],ncr/background-fu
[u'Queueing'],wireframe/backgrounded
[u'Queueing'],xing/beetle
[u'Queueing'],jnstq/job_fu
[u'Queueing'],seanohalpin/smqueue
[u'Queueing'],ahoward/bj
[u'Queueing'],barttenbrinke/worker_queue
[u'Rails App Templates'],jm/rails-templates
[u'Rails App Templates'],ffmike/BigOldRailsTemplate
[u'Rails App Templates'],imajes/rails-template
[u'Rails App Templates'],ejdraper/appsta
[u'Rails App Templates'],thoughtbot/suspenders
[u'Project Management'],edavis10/redmine
[u'Project Management'],dim/retrospectiva
[u'Project Management'],shingara/oupsnow
[u'Project Management'],jgoodsen/radtrack-core
[u'Project Management'],micho/teambox
[u'Rails Asset Management'],sbecker/asset_packager
[u'Rails Asset Management'],documentcloud/jammit
[u'Rails Asset Management'],thumblemonks/smurf
[u'Rails Asset Management'],timcharper/bundle-fu
[u'Rails Asset Management'],voxxit/assemblage
[u'Rails Asset Management'],yolk/rucksack
[u'Rails Asset Management'],cornflakesuperstar/minified_cache
[u'PDF Generation'],sandal/prawn
[u'PDF Generation'],jdpace/PDFKit
[u'PDF Generation'],thorny-sun/prawnto
[u'PDF Generation'],antialize/wkhtmltopdf
[u'PDF Generation'],mileszs/wicked_pdf
[u'PDF Generation'],mbleigh/princely
[u'PDF Generation'],fnando/kitabu
[u'PDF Generation'],bruce/rtex
[u'PDF Generation'],shairontoledo/rghost
[u'Rails Captcha'],ambethia/recaptcha
[u'Rails Captcha'],subwindow/negative-captcha
[u'Rails Captcha'],rsanheim/brain_buster
[u'Rails Captcha'],zendesk/captcha
[u'Rails Captcha'],winton/captcha
[u'Rails Captcha'],hiddenloop/acts_as_textcaptcha
[u'Rails Captcha'],macarthy/simple-captcha-mirror
[u'Rails Controller Abstractions'],josevalim/inherited_resources
[u'Rails Controller Abstractions'],jamesgolick/resource_controller
[u'Rails Controller Abstractions'],hcatlin/make_resourceful
[u'Rails Controller Abstractions'],ianwhite/resources_controller
[u'Rails Authentication'],binarylogic/authlogic
[u'Rails Authentication'],plataformatec/devise
[u'Rails Authentication'],technoweenie/restful-authentication
[u'Rails Authentication'],thoughtbot/clearance
[u'Rails Authentication'],grosser/rpx_now
[u'Rails Authentication'],envylabs/BlueLightSpecial
[u'Rails Authorization'],ryanb/cancan
[u'Rails Authorization'],stffn/declarative_authorization
[u'Rails Authorization'],be9/acl9
[u'Rails Authorization'],timcharper/role_requirement
[u'Rails Authorization'],stonean/lockdown
[u'Rails Authorization'],jnunemaker/canable
[u'Rails Authorization'],makandra/aegis
[u'Rails Authorization'],mdarby/restful_acl
[u'Rails Authorization'],10to1/roleify
[u'Rails Authorization'],baldwindavid/padlock_authorization
[u'Rails Authorization'],radar/can_touch_this
[u'Rails Authorization'],noomii/walruz
[u'Rails Fixture Replacement'],thoughtbot/factory_girl
[u'Rails Fixture Replacement'],notahat/machinist
[u'Rails Fixture Replacement'],aiwilliams/dataset
[u'Rails Fixture Replacement'],flogic/object_daddy
[u'Rails Fixture Replacement'],sinsiliux/Blueprints
[u'Rails Fixture Replacement'],nakajima/fixjour
[u'Rails Fixture Replacement'],smtlaissezfaire/fixturereplacement
[u'Rails Form Builders'],justinfrench/formtastic
[u'Rails Form Builders'],rubypond/semantic_form_builder
[u'Rails Form Builders'],airblade/air_budd_form_builder
[u'Rails Form Builders'],shift/accessible_form_builder
[u'Microformats'],defunkt/mofo
[u'Microformats'],mwunsch/prism
[u'Microformats'],shadow11/microformats_helper
[u'Microformats'],georgebrock/assert-microformats
[u'Rails Comments'],jackdempsey/acts_as_commentable
[u'Rails Comments'],norman/disqus
[u'Rails Comments'],elight/acts_as_commentable_with_threading
[u'Rails Comments'],grimen/is_reviewable
[u'Rails Comments'],fnando/has_comments
[u'Rails DB Bootstrapping'],mbleigh/seed-fu
[u'Rails DB Bootstrapping'],ryanb/populator
[u'Rails DB Bootstrapping'],sevenwire/bootstrapper
[u'Rails DB Bootstrapping'],ffmike/db-populate
[u'Rails DB Bootstrapping'],aduffeck/has_alter_ego
[u'Rails Menu Builders'],andi/simple-navigation
[u'Rails Menu Builders'],danielharan/semantic-menu
[u'Rails Menu Builders'],mexpolk/simple_navigation
[u'Rails Menu Builders'],jejacks0n/navigasmic
[u'Rails Menu Builders'],bjeanes/tab_fu
[u'Rails Menu Builders'],dpickett/tab_menu
[u'Rails Menu Builders'],pluginaweek/menu_helper
[u'Rails Menu Builders'],jamesarosen/xebec
[u'Rails Menu Builders'],freestyler/dynamic_menu
[u'Rails Menu Builders'],brewski/menu_components
[u'Rails Menu Builders'],ngauthier/quick_menu
[u'Rails Menu Builders'],mtoros/mega_menus
[u'Rails Menu Builders'],laktek/simple-menu
[u'Rails Menu Builders'],jsahlen/navigation_builder
[u'Rails Menu Builders'],jondruse/tabbed_interface
[u'Rails File Uploads'],thoughtbot/paperclip
[u'Rails File Uploads'],technoweenie/attachment_fu
[u'Rails File Uploads'],jnicklas/carrierwave
[u'Rails File Uploads'],markevans/dragonfly
[u'Rails File Uploads'],tobi/imagery
[u'Rails File Uploads'],bbenezech/papermill
[u'Rails Instrumentation'],josevalim/rails-footnotes
[u'Rails Instrumentation'],newrelic/rpm
[u'Rails Instrumentation'],engineyard/rails_metrics
[u'Rails Instrumentation'],derailed/rackamole
[u'Rails Instrumentation'],highgroove/scout-plugins
[u'Rails Instrumentation'],ffmike/query_trace
[u'Rails Pagination'],mislav/will_paginate
[u'Rails Pagination'],mholling/paged_scopes
[u'Rails Pagination'],radar/sort_by
[u'Rails Pagination'],fnando/has_paginate
[u'Rails Ratings'],edgarjs/ajaxful-rating
[u'Rails Ratings'],azabaj/acts_as_rateable
[u'Rails Ratings'],zachinglis/is_rateable
[u'Rails Ratings'],jasherai/acts-as-rated
[u'Rails Ratings'],fnando/has_ratings
[u'Rails In-Place Editing'],rails/in_place_editing
[u'Rails In-Place Editing'],janv/rest_in_place
[u'Rails In-Place Editing'],rubymood/jintastic
[u'Rails In-Place Editing'],rakuto/jrails_in_place_editing
[u'Rails In-Place Editing'],nakajima/better-edit-in-place
[u'Rails In-Place Editing'],simplificator/inplace
[u'Rails In-Place Editing'],yizzreel/jquery_edit_in_place
[u'Rails In-Place Editing'],flvorful/super_inplace_controls
[u'Rails In-Place Editing'],redlinesoftware/in_place_editor
[u'Rails In-Place Editing'],stepheneb/in_place_rich_editing
[u'Rails Tagging'],mbleigh/acts-as-taggable-on
[u'Rails Tagging'],jamesgolick/is_taggable
[u'Rails Tagging'],mattetti/acts_as_taggable_on_steroids
[u'Rails Tagging'],geemus/acts_as_taggable_redux
[u'Rails Subdomains'],mbleigh/subdomain-fu
[u'Rails Subdomains'],mholling/subdomain_routes
[u'Rails Subdomains'],shuber/subdomain_account
[u'Rails Subdomains'],penguincoder/acts_as_restricted_subdomain
[u'Rails Subdomains'],jfernandez/submarine
[u'Rails Subdomains'],centro/sso_what
[u'Rails Search'],freelancing-god/thinking-sphinx
[u'Rails Search'],outoftime/sunspot
[u'Rails Search'],jkraemer/acts_as_ferret
[u'Rails Search'],mwmitchell/rsolr
[u'Rails Search'],dcrec1/acts_as_solr_reloaded
[u'Rails Search'],dbalmain/ferret
[u'Rails Search'],ryanb/xapit
[u'Rails Search'],tenderlove/texticle
[u'Rails Search'],railsfreaks/acts_as_solr
[u'Rails Search'],wvanbergen/scoped_search
[u'Rails Search'],avvo/delsolr
[u'Rails Search'],matthewrudy/solr_query
[u'Rails Search'],wonsys/acts_as_fulltextable
[u'Recurring Events'],seejohnrun/ice_cube
[u'Recurring Events'],fnando/recurrence
[u'Recurring Events'],noctivityinc/tickle
[u'Recurring Events'],texel/runt
[u'Recurring Events'],angelic/schedule_fu
[u'Recurring Events'],nickstenning/recurring_event
[u'Recurring Events'],jhubert/ruby-date-recur
[u'Recurring Events'],EdvardM/recurrence
[u'Recurring Events'],ggoodale/recurring
[u'Recurring Events'],kjwierenga/ical-scheduler
[u'Random Data Generation'],sevenwire/forgery
[u'Random Data Generation'],benburkert/randexp
[u'Random Data Generation'],yyyc514/faker
[u'Random Data Generation'],tomharris/random_data
[u'RSS Feed Parsing'],pauldix/feedzirra
[u'RSS Feed Parsing'],aasmith/feed-normalizer
[u'RSS Feed Parsing'],cardmagic/simple-rss
[u'RSS Feed Parsing'],jnicklas/feed_me
[u'RSS Feed Parsing'],ln/ruby-feedparser
[u'RSS Feed Parsing'],jsl/feedtosis
[u'Ruby Version Management'],wayneeseguin/rvm
[u'Ruby Version Management'],vertiginous/pik
[u'Ruby Version Management'],senny/rvm.el
[u'Ruby Version Management'],phoet/which_ruby
[u'Scheduling'],javan/whenever
[u'Scheduling'],jmettraux/rufus-scheduler
[u'Scheduling'],latimes/craken
[u'Scheduling'],Swirrl/Taskit
[u'Rails Wizards'],adkron/actsaswizard
[u'Rails Wizards'],jeffp/wizardly
[u'Rails Wizards'],sbmsuite/wizard
[u'Rails Wizards'],jimweirich/partially_valid
[u'Reporting'],acatighera/statistics
[u'Reporting'],ruport/ruport
[u'Reporting'],wayneeseguin/dynamic_reports
[u'Reporting'],sandrods/odf-report
[u'Reporting'],schacon/munger
[u'Reporting'],mk/reports_as_sparkline
[u'Reporting'],saulabs/reportable
[u'Reporting'],gnoso/spreadsheet_report
[u'Rails Permalinks &amp; Slugs'],norman/friendly_id
[u'Rails Permalinks &amp; Slugs'],technoweenie/permalink_fu
[u'Rails Permalinks &amp; Slugs'],rsl/stringex
[u'Rails Permalinks &amp; Slugs'],bumi/find_by_param
[u'Rails Permalinks &amp; Slugs'],norbauer/salty_slugs
[u'Rails Permalinks &amp; Slugs'],ismasan/sluggable-finder
[u'Rails Permalinks &amp; Slugs'],ludo/to_slug
[u'Rails Permalinks &amp; Slugs'],bkoski/slug
[u'Rails Permalinks &amp; Slugs'],Nielsomat/has_slug
[u'Social Network Builders'],insoshi/insoshi
[u'Social Network Builders'],bborn/communityengine
[u'Social Network Builders'],stevenbristol/lovd-by-less
[u'Social Network Builders'],parolkar/pfeed
[u'Social Network Builders'],sjlombardo/acts_as_network
[u'Social Network Builders'],timothyf/enginey
[u'Social Network Builders'],swemoney/has_many_friends
[u'Social Network Builders'],parolkar/has_profile_items
[u'Server Monitoring'],mojombo/god
[u'Server Monitoring'],auxesis/visage
[u'Server Monitoring'],benschwarz/amnesia
[u'Server Monitoring'],bloopletech/webstats
[u'SOAP Clients'],rubiii/savon
